insee	osm	geonames	wikidata	wikipedia	databnf	viaf	siaf	inha
02507	419500	6425069	Q870150	https://fr.wikipedia.org/wiki/Montgru-Saint-Hilaire	ark:/12148/cb152436937			
02508	153434	6425070	Q870506	https://fr.wikipedia.org/wiki/Monthenault	ark:/12148/cb15243694k			
02509	2954731	6425071	Q869998	https://fr.wikipedia.org/wiki/Monthiers	ark:/12148/cb15243695x			
02510	2952019	6425072	Q870321	https://fr.wikipedia.org/wiki/Monthurel	ark:/12148/cb152436968			
02511	153438	6425073	Q462653	https://fr.wikipedia.org/wiki/Montigny-en-Arrouaise	ark:/12148/cb15243697m			
02512	2951840	6612217	Q1062147	https://fr.wikipedia.org/wiki/Montigny-l%27Allier	ark:/12148/cb15243698z			
02513	1602787	6425075	Q870067	https://fr.wikipedia.org/wiki/Montigny-le-Franc	ark:/12148/cb152436999			
02514	74052	6425076	Q871130	https://fr.wikipedia.org/wiki/Montigny-Lengrain	ark:/12148/cb15243700p			
02515	2743139	6425077	Q732148	https://fr.wikipedia.org/wiki/Montigny-l%C3%A8s-Cond%C3%A9	ark:/12148/cb152437011			
02516	153436	6425078	Q869545	https://fr.wikipedia.org/wiki/Montigny-sous-Marle	ark:/12148/cb15243702c			
02517	153437	2992390	Q869332	https://fr.wikipedia.org/wiki/Montigny-sur-Cr%C3%A9cy	ark:/12148/cb15243703q			
02518	2952675	6425080	Q869737	https://fr.wikipedia.org/wiki/Montlevon	ark:/12148/cb152437042			ark:/54721/1f4e78e8-0190-4bcb-bb09-c3c9718f49f7
02519	153439	6425081	Q870216	https://fr.wikipedia.org/wiki/Montlou%C3%A9	ark:/12148/cb15243705d			
02520	419161	6425082	Q677216	https://fr.wikipedia.org/wiki/Mont-Notre-Dame	ark:/12148/cb15243706r	237466254		ark:/54721/b1722dba-118e-4a13-81ba-cc20ccf0fa89
02521	2951098	6612218	Q869468	https://fr.wikipedia.org/wiki/Montreuil-aux-Lions	ark:/12148/cb152437073			
02522	150396	6425084	Q870962	https://fr.wikipedia.org/wiki/Mont-Saint-Jean_(Aisne)	ark:/12148/cb15243708f			
02523	419177	6425085	Q871839	https://fr.wikipedia.org/wiki/Mont-Saint-Martin_(Aisne)	ark:/12148/cb15243709s			
02524	74319				ark:/12148/cb152437100			ark:/54721/9d714b2b-7d34-41a6-a886-7752382e8f7a
02525	153440	6618095	Q869581	https://fr.wikipedia.org/wiki/Morcourt_(Aisne)	ark:/12148/cb15243711b			
02526	153441	6425087	Q526721	https://fr.wikipedia.org/wiki/Morgny-en-Thi%C3%A9rache	ark:/12148/cb15243712p	249378786		
02527	2952388	6425088	Q871815	https://fr.wikipedia.org/wiki/Morsain	ark:/12148/cb152437131			
02528	1807478	6615672	Q989850	https://fr.wikipedia.org/wiki/Mortefontaine_(Aisne)	ark:/12148/cb15243714c			
02529	422359	6425089	Q1020372	https://fr.wikipedia.org/wiki/Mortiers_(Aisne)	ark:/12148/cb15243715q			
02530	2952088	6453534	Q953575	https://fr.wikipedia.org/wiki/Moulins_(Aisne)	ark:/12148/cb152437162	157114202		
02531	2951545	6425090	Q870765	https://fr.wikipedia.org/wiki/Moussy-Verneuil	ark:/12148/cb15243717d			
02532	153445	6618094	Q856131	https://fr.wikipedia.org/wiki/Mo%C3%BF-de-l%27Aisne	ark:/12148/cb15243718r			
02533	422390	6425091	Q543870	https://fr.wikipedia.org/wiki/Muret-et-Crouttes	ark:/12148/cb152437193			
02534	1776992	6618093	Q870093	https://fr.wikipedia.org/wiki/Muscourt	ark:/12148/cb152437209			
02535	153449	2991022	Q869602	https://fr.wikipedia.org/wiki/Nampcelles-la-Cour	ark:/12148/cb15243721n			ark:/54721/91e0716e-ef7c-4ca7-8940-97fe9ccc4a79
02536	422391	6425093	Q869498	https://fr.wikipedia.org/wiki/Nampteuil-sous-Muret	ark:/12148/cb152437220			
02537	74038	2990959	Q379618	https://fr.wikipedia.org/wiki/Nanteuil-la-Fosse	ark:/12148/cb15243723b			
02538	2947194	6425095	Q870726	https://fr.wikipedia.org/wiki/Nanteuil-Notre-Dame	ark:/12148/cb15243724p			
02539	153451	6425096	Q869374	https://fr.wikipedia.org/wiki/Nauroy	ark:/12148/cb152437251			
02540	74313	6425097	Q869959	https://fr.wikipedia.org/wiki/Nesles-la-Montagne	ark:/12148/cb15243726c			
02541	444902	6425098	Q325831	https://fr.wikipedia.org/wiki/Neufch%C3%A2tel-sur-Aisne	ark:/12148/cb15243727q			
02542	2946393	6425099	Q869811	https://fr.wikipedia.org/wiki/Neuflieux	ark:/12148/cb152437282			
02543	2956553	6425100	Q988669	https://fr.wikipedia.org/wiki/Neuilly-Saint-Front	ark:/12148/cb15243729d	123166003		ark:/54721/e2eca8e1-f23d-4dc0-b81c-f12ee79dc170
02544	153457	6425101	Q869409	https://fr.wikipedia.org/wiki/Neuve-Maison	ark:/12148/cb15243730m			
02545	1628166	3007760	Q989828	https://fr.wikipedia.org/wiki/La_Neuville-Bosmont	ark:/12148/cb15243731z			
02546	2952591	6455440	Q872721	https://fr.wikipedia.org/wiki/La_Neuville-en-Beine	ark:/12148/cb152437329			
02547	153029	6455441	Q873537	https://fr.wikipedia.org/wiki/La_Neuville-Housset	ark:/12148/cb15243733n			
02548	153030	6455442	Q538921	https://fr.wikipedia.org/wiki/La_Neuville-l%C3%A8s-Dorengt	ark:/12148/cb152437340			
02549	153458	6425102	Q762683	https://fr.wikipedia.org/wiki/Neuville-Saint-Amand	ark:/12148/cb15243735b			
02550	2953281	6425103	Q871564	https://fr.wikipedia.org/wiki/Neuville-sur-Ailette	ark:/12148/cb15243736p			
02551	74040	6425104	Q846152	https://fr.wikipedia.org/wiki/Neuville-sur-Margival	ark:/12148/cb152437371			
02552	153462	6618092	Q591003	https://fr.wikipedia.org/wiki/Neuvillette_(Aisne)	ark:/12148/cb15243738c			
02553	2947114	6425105	Q379101	https://fr.wikipedia.org/wiki/Nizy-le-Comte	ark:/12148/cb15243739q			
02554	74314	6425106	Q869341	https://fr.wikipedia.org/wiki/Nogentel	ark:/12148/cb15243740x			
02555	2953123	6425107	Q872235	https://fr.wikipedia.org/wiki/Nogent-l%27Artaud	ark:/12148/cb152437418	316741936		ark:/54721/661726aa-6790-495d-8898-19054ee16656
02556	153465	6425108	Q872102	https://fr.wikipedia.org/wiki/Noircourt	ark:/12148/cb15243742m			
02557	73966	6425109	Q869309	https://fr.wikipedia.org/wiki/Noroy-sur-Ourcq	ark:/12148/cb15243743z			
02558	153053	6455443	Q856170	https://fr.wikipedia.org/wiki/Le_Nouvion-en-Thi%C3%A9rache	ark:/12148/cb152437449	148970707		ark:/54721/6eae1117-3c70-4a5c-a0a0-4c569500b2dd
02559	447862	2989956	Q871062	https://fr.wikipedia.org/wiki/Nouvion-et-Catillon	ark:/12148/cb15243745n			
02560	153466	2989955	Q871672	https://fr.wikipedia.org/wiki/Nouvion-le-Comte	ark:/12148/cb152437460			
02561	74123	6425112	Q870595	https://fr.wikipedia.org/wiki/Nouvion-le-Vineux	ark:/12148/cb15243747b			ark:/54721/a82eb94d-02c2-41ab-bab5-e7ee7568ab33
02562	2952127	6425113	Q283344	https://fr.wikipedia.org/wiki/Nouvron-Vingr%C3%A9	ark:/12148/cb15243748p			ark:/54721/04a2d566-d509-4bfb-a64f-6ffc8530abbf
02563	153467	6425114	Q869882	https://fr.wikipedia.org/wiki/Noyales	ark:/12148/cb152437491			
02564	74108	6425115	Q734283	https://fr.wikipedia.org/wiki/Noyant-et-Aconin	ark:/12148/cb152437507			
02565	153468	6618091	Q870698	https://fr.wikipedia.org/wiki/%C5%92uilly_(Aisne)	ark:/12148/cb15243751k			
02566	153469	6615673	Q872151	https://fr.wikipedia.org/wiki/Ognes_(Aisne)	ark:/12148/cb15243752x			
02567	153470	6425116	Q853161	https://fr.wikipedia.org/wiki/Ohis	ark:/12148/cb152437538			
02568	73956	6425117	Q870549	https://fr.wikipedia.org/wiki/Oigny-en-Valois	ark:/12148/cb15243754m			
02569	153471	6425118	Q742695	https://fr.wikipedia.org/wiki/Oisy_(Aisne)	ark:/12148/cb15243755z			
02570	2952481	6425119	Q870738	https://fr.wikipedia.org/wiki/Ollezy	ark:/12148/cb152437569			
02571	153472	6425120	Q870115	https://fr.wikipedia.org/wiki/Omissy	ark:/12148/cb15243757n			
02572	1778053	6425121	Q869712	https://fr.wikipedia.org/wiki/Orainville	ark:/12148/cb152437580	234761686		
02573	416641	6425122	Q872317	https://fr.wikipedia.org/wiki/Orgeval_(Aisne)	ark:/12148/cb15243759b			
02574	153473	6425123	Q870835	https://fr.wikipedia.org/wiki/Origny-en-Thi%C3%A9rache	ark:/12148/cb15243760j	246261126		
02575	447871	6618090	Q869426	https://fr.wikipedia.org/wiki/Origny-Sainte-Benoite	ark:/12148/cb15243761w	143236303		
02576	74034	6425124	Q509872	https://fr.wikipedia.org/wiki/Osly-Courtil	ark:/12148/cb152437627			
02577	416640	6425125	Q454575	https://fr.wikipedia.org/wiki/Ostel	ark:/12148/cb15243763k			
02578	2952135	6618089	Q870241	https://fr.wikipedia.org/wiki/Oulches-la-Vall%C3%A9e-Foulon	ark:/12148/cb15243764x			
02579	447972	6425126	Q869933	https://fr.wikipedia.org/wiki/Oulchy-la-Ville	ark:/12148/cb152437658			
02580	447983	6425127	Q840984	https://fr.wikipedia.org/wiki/Oulchy-le-Ch%C3%A2teau	ark:/12148/cb15243766m	235122742		ark:/54721/3a77d49c-2522-44e0-8858-28cf64acfb40
02581	153474	6425128	Q872267	https://fr.wikipedia.org/wiki/Paars	ark:/12148/cb15243767z			
02582	2952095	6425129	Q870785	https://fr.wikipedia.org/wiki/Paissy	ark:/12148/cb152437689			
02583	2951593	2988651	Q870197	https://fr.wikipedia.org/wiki/Pancy-Courtecon	ark:/12148/cb15243769n			
02584	153475	6425131	Q870847	https://fr.wikipedia.org/wiki/Papleux	ark:/12148/cb15243770v			
02585	73977	6615674	Q869519	https://fr.wikipedia.org/wiki/Parcy-et-Tigny	ark:/12148/cb152437716			
02586	153476	6425132	Q871779	https://fr.wikipedia.org/wiki/Parfondeval_(Aisne)	ark:/12148/cb15243772j			
02587	422726	2988535	Q549975	https://fr.wikipedia.org/wiki/Parfondru	ark:/12148/cb15243773w	244685721		
02588	447167	6618088	Q869664	https://fr.wikipedia.org/wiki/Pargnan	ark:/12148/cb152437747			
02589	422728	6425134	Q846650	https://fr.wikipedia.org/wiki/Pargny-Filain	ark:/12148/cb15243775k			
02590	2952613	6425135	Q639699	https://fr.wikipedia.org/wiki/Pargny-la-Dhuys	ark:/12148/cb15243776x			
02591	153479	2988527	Q518060	https://fr.wikipedia.org/wiki/Pargny-les-Bois	ark:/12148/cb152437778			
02592	153480	2988463	Q869682	https://fr.wikipedia.org/wiki/Parpeville	ark:/12148/cb15243778m			
02593	74019	2988421	Q1020383	https://fr.wikipedia.org/wiki/Pasly	ark:/12148/cb15243779z			
02594	2956754	6425138	Q869564	https://fr.wikipedia.org/wiki/Passy-en-Valois	ark:/12148/cb152437805			
02595	2955300	6425139	Q379236	https://fr.wikipedia.org/wiki/Passy-sur-Marne	ark:/12148/cb15243781h			
02596	2953046	6425140	Q257942	https://fr.wikipedia.org/wiki/Pavant	ark:/12148/cb15243782v			ark:/54721/40289215-6317-442d-8a37-a25adca6388e
02597		6425141	Q869189	https://fr.wikipedia.org/wiki/Perles_(Aisne)				
02598	1808720	2987949	Q871618	https://fr.wikipedia.org/wiki/Pernant	ark:/12148/cb15243784j			
02599	153483	2987250	Q869164	https://fr.wikipedia.org/wiki/Pierremande	ark:/12148/cb15243785w			ark:/54721/85be279f-fbee-49b6-8416-c759fab7ccf1
02600	74136	6453535	Q379135	https://fr.wikipedia.org/wiki/Pierrepont_(Aisne)	ark:/12148/cb152437867			
02601	153486	6425144	Q660625	https://fr.wikipedia.org/wiki/Pignicourt	ark:/12148/cb15243787k			
02602	969364	6425145	Q325426	https://fr.wikipedia.org/wiki/Pinon_(Aisne)	ark:/12148/cb15243788x			
02603								
02604	2950699	6425146	Q848562	https://fr.wikipedia.org/wiki/Pithon	ark:/12148/cb15243790g			
02605	153489	6425147	Q870813	https://fr.wikipedia.org/wiki/Pleine-Selve_(Aisne)	ark:/12148/cb15243791t			
02606	153054	6455444	Q871648	https://fr.wikipedia.org/wiki/Le_Plessier-Huleu	ark:/12148/cb152437925			
02607	74011	6425148	Q869770	https://fr.wikipedia.org/wiki/Ploisy	ark:/12148/cb15243793h			
02608	153490	2986711	Q870671	https://fr.wikipedia.org/wiki/Plomion	ark:/12148/cb15243794v			
02609	2952326	6425150	Q869486	https://fr.wikipedia.org/wiki/Ployart-et-Vaurseine	ark:/12148/cb152437956			
02610	74018	6425151	Q933398	https://fr.wikipedia.org/wiki/Pommiers_(Aisne)	ark:/12148/cb15243796j			
02611								
02612	448653	6425152	Q457038	https://fr.wikipedia.org/wiki/Pont-Arcy	ark:/12148/cb152437987			
02613	969643	6453536	Q869273	https://fr.wikipedia.org/wiki/Pontavert	ark:/12148/cb15243799k	249381313		ark:/54721/d2f345aa-b2fa-4a8d-b47e-2ca7b051af12
02614	153491	6425153	Q869211	https://fr.wikipedia.org/wiki/Pontru	ark:/12148/cb15243800z			
02615	153492	6425154	Q595896	https://fr.wikipedia.org/wiki/Pontruet	ark:/12148/cb152438019			
02616	969576	6425155	Q870527	https://fr.wikipedia.org/wiki/Pont-Saint-Mard	ark:/12148/cb15243802n	244317862		
02617	153493	2985829	Q593179	https://fr.wikipedia.org/wiki/Pouilly-sur-Serre	ark:/12148/cb152438030			
02618	153494	6425157	Q507920	https://fr.wikipedia.org/wiki/Pr%C3%A9mont	ark:/12148/cb15243804b			ark:/54721/1d7e7480-c61b-49a2-8213-f0a5999b7b45
02619	2946612	6425158	Q466669	https://fr.wikipedia.org/wiki/Pr%C3%A9montr%C3%A9	ark:/12148/cb15243805p	233860100		ark:/54721/c2f5f252-fec7-47dd-8e86-99dc0a587926
02620	448658	6425159	Q745836	https://fr.wikipedia.org/wiki/Presles-et-Boves	ark:/12148/cb152438061			
02621	448660	6425160	Q869291	https://fr.wikipedia.org/wiki/Presles-et-Thierny	ark:/12148/cb15243807c			
02622	2954354	6425161	Q870345	https://fr.wikipedia.org/wiki/Priez	ark:/12148/cb15243808q			
02623	153495	2985297	Q872587	https://fr.wikipedia.org/wiki/Prisces	ark:/12148/cb152438092			
02624	153496	2985277	Q869253	https://fr.wikipedia.org/wiki/Proisy	ark:/12148/cb152438108			
02625	153497	6425164	Q869244	https://fr.wikipedia.org/wiki/Proix	ark:/12148/cb15243811m			
02626	2952086	6425165	Q868843	https://fr.wikipedia.org/wiki/Prouvais	ark:/12148/cb15243812z			
02627	2952044	6425166	Q868131	https://fr.wikipedia.org/wiki/Proviseux-et-Plesnoy	ark:/12148/cb152438139			
02628	73948	6425167	Q282995	https://fr.wikipedia.org/wiki/Puiseux-en-Retz	ark:/12148/cb15243814n			
02629	153499	6425168	Q868771	https://fr.wikipedia.org/wiki/Puisieux-et-Clanlieu	ark:/12148/cb152438150			
02630			Q3414264	https://fr.wikipedia.org/wiki/Quessy				
02631	153500	2984731	Q176873	https://fr.wikipedia.org/wiki/Quierzy	ark:/12148/cb15243817p			
02632	2066363	6425170	Q867384	https://fr.wikipedia.org/wiki/Quincy-Basse	ark:/12148/cb152438181			
02633	445970	6425171	Q378937	https://fr.wikipedia.org/wiki/Quincy-sous-le-Mont	ark:/12148/cb15243819c			
02634	150385	6425172	Q869058	https://fr.wikipedia.org/wiki/Raillimont	ark:/12148/cb15243820k			
02635	153501	6425173	Q868224	https://fr.wikipedia.org/wiki/Ramicourt	ark:/12148/cb15243821x			
02636	373841	6425174	Q867285	https://fr.wikipedia.org/wiki/Regny	ark:/12148/cb152438228			
02637	153502	6425175	Q1020255	https://fr.wikipedia.org/wiki/Remaucourt_(Aisne)	ark:/12148/cb15243823m			
02638	153504	2984064	Q867607	https://fr.wikipedia.org/wiki/Remies	ark:/12148/cb15243824z			
02639	153506	6425177	Q852777	https://fr.wikipedia.org/wiki/Remigny_(Aisne)	ark:/12148/cb152438259			
02640	153602	6425178	Q868981	https://fr.wikipedia.org/wiki/Renansart	ark:/12148/cb15243826n			
02641	153603	6425179	Q735838	https://fr.wikipedia.org/wiki/Renneval	ark:/12148/cb152438270			
02642	150389	6425180	Q867476	https://fr.wikipedia.org/wiki/R%C3%A9signy	ark:/12148/cb15243828b			
02643	416648	2983912	Q867356	https://fr.wikipedia.org/wiki/Ressons-le-Long	ark:/12148/cb15243829p	241253430		
02644	74050	6612219	Q427546	https://fr.wikipedia.org/wiki/Retheuil	ark:/12148/cb15243830w			
02645	2955196	6425183	Q868822	https://fr.wikipedia.org/wiki/Reuilly-Sauvigny	ark:/12148/cb152438317			
02646		6425184	Q867392	https://fr.wikipedia.org/wiki/R%C3%A9villon				
02647	153605	6612220	Q867512	https://fr.wikipedia.org/wiki/Ribeauville	ark:/12148/cb15243833x	155360118		
02648	153607	2983699	Q326373	https://fr.wikipedia.org/wiki/Ribemont	ark:/12148/cb152438348	135211462		ark:/54721/e13a4a6b-56bb-4c27-abed-486cfd7d7102
02649	74165	6425186	Q868997	https://fr.wikipedia.org/wiki/Rocourt-Saint-Martin	ark:/12148/cb15243835m			
02650	153027	6425187	Q868406	https://fr.wikipedia.org/wiki/Rocquigny_(Aisne)	ark:/12148/cb15243836z			
02651	153614	2983137	Q868156	https://fr.wikipedia.org/wiki/Rog%C3%A9court	ark:/12148/cb152438379			
02652	153617	2983112	Q867318	https://fr.wikipedia.org/wiki/Rogny	ark:/12148/cb15243838n			ark:/54721/4415a92c-8103-4185-979b-b2c94cc08538
02653	2953118	6425190	Q869139	https://fr.wikipedia.org/wiki/Romeny-sur-Marne	ark:/12148/cb152438390			
02654	364657	6425191	Q1020316	https://fr.wikipedia.org/wiki/Romery_(Aisne)	ark:/12148/cb152438406			
02655	2955709	6453538	Q868360	https://fr.wikipedia.org/wiki/Ronch%C3%A8res_(Aisne)	ark:/12148/cb15243841j			
02656	1777905	6425192	Q379174	https://fr.wikipedia.org/wiki/Roucy	ark:/12148/cb15243842w			
02657	153618	6425193	Q867527	https://fr.wikipedia.org/wiki/Rougeries	ark:/12148/cb152438437			
02658	153619	2982513	Q379145	https://fr.wikipedia.org/wiki/Roupy	ark:/12148/cb15243844k			
02659	153620	6453539	Q1062183	https://fr.wikipedia.org/wiki/Rouvroy_(Aisne)	ark:/12148/cb15243845x			
02660	150387	6425195	Q18203	https://fr.wikipedia.org/wiki/Rouvroy-sur-Serre	ark:/12148/cb152438468			
02661	2202428	2982336	Q869107	https://fr.wikipedia.org/wiki/Royaucourt-et-Chailvet	ark:/12148/cb15243847m			
02662	2952240	6425197	Q869071	https://fr.wikipedia.org/wiki/Rozet-Saint-Albin	ark:/12148/cb15243848z			
02663	413153	6618086	Q727284	https://fr.wikipedia.org/wiki/Rozi%C3%A8res-sur-Crise	ark:/12148/cb152438499			
02664	2954508	6425198	Q867498	https://fr.wikipedia.org/wiki/Rozoy-Bellevalle	ark:/12148/cb15243850h			
02665	416921	6425199	Q962997	https://fr.wikipedia.org/wiki/Grand-Rozoy	ark:/12148/cb15243851v			
02666	150381	6425200	Q454555	https://fr.wikipedia.org/wiki/Rozoy-sur-Serre	ark:/12148/cb152438526	238801657		
02667	1808721	6425201	Q1020163	https://fr.wikipedia.org/wiki/Saconin-et-Breuil	ark:/12148/cb15243853j			
02668	153621	6425202	Q856142	https://fr.wikipedia.org/wiki/Sains-Richaumont	ark:/12148/cb15243854w			
02669		6425203	Q1020285	https://fr.wikipedia.org/wiki/Saint-Agnan_(Aisne)				
02670	153622	2981861	Q1020147	https://fr.wikipedia.org/wiki/Saint-Algis	ark:/12148/cb15243856k			
02671	2066366	6453540	Q868909	https://fr.wikipedia.org/wiki/Saint-Aubin_(Aisne)	ark:/12148/cb15243857x			
02672	445954	6425205	Q1020209	https://fr.wikipedia.org/wiki/Saint-Bandry	ark:/12148/cb152438588			
02673	2950736		Q536432	https://fr.wikipedia.org/wiki/Saint-Christophe-%C3%A0-Berry	ark:/12148/cb15243859m			
02674	153623	6425207	Q531316	https://fr.wikipedia.org/wiki/Saint-Cl%C3%A9ment_(Aisne)	ark:/12148/cb15243860t			
02675	2953115	6425208	Q742118	https://fr.wikipedia.org/wiki/Sainte-Croix_(Aisne)	ark:/12148/cb152438615			
02676	1029505	6425209	Q371084	https://fr.wikipedia.org/wiki/Saint-Erme-Outre-et-Ramecourt	ark:/12148/cb15243862h	248293984		
02677	2952426		Q656420	https://fr.wikipedia.org/wiki/Saint-Eug%C3%A8ne_(Aisne)	ark:/12148/cb15243863v			
02678	153657	6615675	Q850315	https://fr.wikipedia.org/wiki/Sainte-Genevi%C3%A8ve_(Aisne)	ark:/12148/cb152438646			
02679	2955019	6425211	Q846328	https://fr.wikipedia.org/wiki/Saint-Gengoulph	ark:/12148/cb15243865j			
02680	153625	6425212	Q325680	https://fr.wikipedia.org/wiki/Saint-Gobain_(Aisne)	ark:/12148/cb15243866w	138470903		ark:/54721/03e02ca4-278b-401e-97e2-85b89405881c
02681	153627	6425213	Q846199	https://fr.wikipedia.org/wiki/Saint-Gobert	ark:/12148/cb152438677			
02682	445769	6615676	Q845931	https://fr.wikipedia.org/wiki/Saint-Mard_(Aisne)	ark:/12148/cb15243868k			
02683	364654	6612221	Q845970	https://fr.wikipedia.org/wiki/Saint-Martin-Rivi%C3%A8re	ark:/12148/cb15243869x			
02684	150401	6425215	Q457052	https://fr.wikipedia.org/wiki/Saint-Michel_(Aisne)	ark:/12148/cb152438704			
02685	153626	2977894	Q849932	https://fr.wikipedia.org/wiki/Saint-Nicolas-aux-Bois	ark:/12148/cb15243871g			
02686	969651	6425216	Q846675	https://fr.wikipedia.org/wiki/Saint-Paul-aux-Bois	ark:/12148/cb15243872t			
02687	73971	6425217	Q871359	https://fr.wikipedia.org/wiki/Saint-Pierre-Aigle	ark:/12148/cb152438735			
02688	153649		Q846703	https://fr.wikipedia.org/wiki/Saint-Pierre-l%C3%A8s-Franqueville	ark:/12148/cb15243874h			
02689	1741435	6425219	Q846117	https://fr.wikipedia.org/wiki/Saint-Pierremont_(Aisne)	ark:/12148/cb15243875v			
02690	2953995	6425220	Q846733	https://fr.wikipedia.org/wiki/Sainte-Preuve	ark:/12148/cb152438766			
02691	153656	6453541	Q182744	https://fr.wikipedia.org/wiki/Saint-Quentin	ark:/12148/cb15243877j	261434566		ark:/54721/63566432-5b82-4f3f-9958-0392712a3cf9
02692								
02693	73975	6425221	Q858401	https://fr.wikipedia.org/wiki/Saint-R%C3%A9my-Blanzy	ark:/12148/cb15243878w			
02694	2952181	6425222	Q325532	https://fr.wikipedia.org/wiki/Saint-Simon_(Aisne)	ark:/12148/cb152438797			
02695	420687	6425223	Q846187	https://fr.wikipedia.org/wiki/Saint-Thibaut	ark:/12148/cb15243880f			
02696	2952822	6425224	Q871142	https://fr.wikipedia.org/wiki/Saint-Thomas_(Aisne)	ark:/12148/cb15243881s			
02697	153658	2976277	Q325777	https://fr.wikipedia.org/wiki/Samoussy	ark:/12148/cb152438824		30321902	
02698	74048	2976234	Q871207	https://fr.wikipedia.org/wiki/Sancy-les-Cheminots	ark:/12148/cb15243883g			
02699	2955270	6425227	Q185320	https://fr.wikipedia.org/wiki/Saponay	ark:/12148/cb15243884t			
02700								
02701	2953089	6425228	Q591178	https://fr.wikipedia.org/wiki/Saulchery	ark:/12148/cb15243886h			
02702	153661	6425229	Q581417	https://fr.wikipedia.org/wiki/Savy_(Aisne)	ark:/12148/cb15243887v			
02703	153663	6425230	Q871324	https://fr.wikipedia.org/wiki/Seboncourt	ark:/12148/cb152438886			
02704	2066368	6425231	Q871251	https://fr.wikipedia.org/wiki/Selens	ark:/12148/cb15243889j			
02705	2947013	6455445	Q1016810	https://fr.wikipedia.org/wiki/La_Selve_(Aisne)	ark:/12148/cb15243890r			
02706	153665	6425232	Q871223	https://fr.wikipedia.org/wiki/Septmonts	ark:/12148/cb152438913			ark:/54721/76a5423d-3cc5-45df-b3b0-7ba514480d1f
02707	1694459	6425233	Q850367	https://fr.wikipedia.org/wiki/Septvaux	ark:/12148/cb15243892f			
02708	153667	2974995	Q850266	https://fr.wikipedia.org/wiki/Sequehart	ark:/12148/cb15243893s			
02709	153671	6612222	Q734325	https://fr.wikipedia.org/wiki/Serain	ark:/12148/cb152438944	234767687		
02710	2949526	6618084	Q457056	https://fr.wikipedia.org/wiki/Seraucourt-le-Grand	ark:/12148/cb15243895g			
02711	73998	6425236	Q871384	https://fr.wikipedia.org/wiki/Serches	ark:/12148/cb15243896t			
02712	2955576	6425237	Q849918	https://fr.wikipedia.org/wiki/Sergy_(Aisne)	ark:/12148/cb152438975			
02713	2956077	6425238	Q378932	https://fr.wikipedia.org/wiki/Seringes-et-Nesles	ark:/12148/cb15243898h			
02714	73999	6425239	Q845805	https://fr.wikipedia.org/wiki/Sermoise	ark:/12148/cb15243899v			ark:/54721/93ed1478-8b38-4cd6-af2d-62ea38376174
02715	420669	6453542	Q871193	https://fr.wikipedia.org/wiki/Serval_(Aisne)	ark:/12148/cb152439007			
02716	153672	2974791	Q846223	https://fr.wikipedia.org/wiki/Servais	ark:/12148/cb15243901k			
02717	153673	6425241	Q845906	https://fr.wikipedia.org/wiki/S%C3%A9ry-l%C3%A8s-M%C3%A9zi%C3%A8res	ark:/12148/cb15243902x			
02718	73964	6425242	Q845809	https://fr.wikipedia.org/wiki/Silly-la-Poterie	ark:/12148/cb152439038			
02719	153677	6425243	Q846247	https://fr.wikipedia.org/wiki/Sinceny	ark:/12148/cb15243904m	244356140		
02720	2955194	6425244	Q856205	https://fr.wikipedia.org/wiki/Sissonne_(Aisne)	ark:/12148/cb15243905z	305271082		ark:/54721/cf17359a-65b4-48ee-a11e-d1a0f5d15e31
02721	153680	6425245	Q846372	https://fr.wikipedia.org/wiki/Sissy	ark:/12148/cb152439069			ark:/54721/6a449148-14ee-435c-a6e9-01c9d35d808b
02722	74004	2974389	Q167152	https://fr.wikipedia.org/wiki/Soissons	ark:/12148/cb15243907n	150707604	18309545	ark:/54721/7d5290bd-8edc-448d-902c-5f83c1462fc3
02723	153681	6425247	Q846068	https://fr.wikipedia.org/wiki/Soize	ark:/12148/cb152439080			
02724	2954509	6425248	Q845919	https://fr.wikipedia.org/wiki/Sommelans	ark:/12148/cb15243909b			
02725	153683	6425249	Q846690	https://fr.wikipedia.org/wiki/Sommeron	ark:/12148/cb15243910j			
02726	2952574	6425250	Q743890	https://fr.wikipedia.org/wiki/Sommette-Eaucourt	ark:/12148/cb15243911w			
02727	418077	6425251	Q850117	https://fr.wikipedia.org/wiki/Sons-et-Ronch%C3%A8res	ark:/12148/cb152439127			
02728	153685	6425252	Q846347	https://fr.wikipedia.org/wiki/Sorbais_(Aisne)	ark:/12148/cb15243913k	247400936		
02729	73949	6425253	Q846443	https://fr.wikipedia.org/wiki/Soucy_(Aisne)	ark:/12148/cb15243914x			
02730	420674	6425254	Q142185	https://fr.wikipedia.org/wiki/Soupir_(Aisne)	ark:/12148/cb152439158			
02731	153056	6455446	Q872559	https://fr.wikipedia.org/wiki/Le_Sourd	ark:/12148/cb15243916m			
02732	153686	6425255	Q850087	https://fr.wikipedia.org/wiki/Surfontaine	ark:/12148/cb15243917z			
02733	2947135	6425256	Q871233	https://fr.wikipedia.org/wiki/Suzy_(Aisne)	ark:/12148/cb152439189			
02734	74051	6425257	Q871399	https://fr.wikipedia.org/wiki/Taillefontaine	ark:/12148/cb15243919n			ark:/54721/6a2b0553-b01a-4bd6-9c24-328cf0f0bd67
02735	153687		Q849860	https://fr.wikipedia.org/wiki/Tanni%C3%A8res	ark:/12148/cb15243920v			
